"","Year","HEAD_ID","HSHD_MBR_TOTAL_CNT","NUM_BEDRM_CNT","TOTAL_DPNDNT_CNT","TOTAL_ANNL_INCM_AMNT","ADLT_AGE_18_21_CNT","ADLT_AGE_22_25_CNT","ADLT_AGE_26_35_CNT","ADLT_AGE_36_49_CNT","ADLT_AGE_50_61_CNT","ADLT_AGE_62_85_CNT","ADLT_AGE_ABOVE85_CNT","DSBLD_CHLDRN_CNT","HEAD_AGE_YR_CNT","CHLDRN_AGE_0_3_CNT","CHLDRN_AGE_4_5_CNT","CHLDRN_AGE_6_12_CNT","CHLDRN_AGE_13_17_CNT","CHLDRN_MBR_CNT","HEAD_GNDR_CD","HEAD_ELDLY_INDR","HEAD_DSBLTY_INDR","HEAD_RACE_CD","HEAD_ETHNCY_CD","H6_CD","CHLDRN_MBR_INDR","CNTRL_CITY_CD","GROSS_RENT_AMNT","ASSTN_PYMNT_AMNT","TOTAL_FMLY_CRBTN_AMNT","PVRTY_PRCNT","MNRTY_PRCNT","BLACK_PRCNT","HISPANIC_PRCNT","WHITE_PRCNT","pgm_type_edited","total_annl_incm_amnt_rounded","gross_rent_amnt_rounded","asstn_pymnt_amnt_rounded","total_fmly_crbtn_amnt_rounded"
"2652",2009,2248964,1,1,0,13652,0,0,0,0,0,1,0,0,81,0,0,0,0,0,"F",1,0,"White",2,1,0,1,"649","362","287",3.672,5.527,0.924,1.968,94.473,"HCVP",13700,"650","350","300"
"2653",2009,2250380,2,2,0,21814,0,0,0,0,0,2,0,0,72,0,0,0,0,0,"F",1,0,"White",2,1,0,1,"908","414","494",8.063,12.518,0,8.721,87.482,"HCVP",21800,"900","400","500"
"2654",2009,2250922,1,2,0,20192,0,0,0,0,0,1,0,0,64,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","495",21.668,91.466,51.086,34.88,8.534,"Public Housing",20200,".",".","500"
"2655",2009,2250948,1,2,0,9132,0,0,0,0,0,1,0,0,68,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","218",38.215,97.489,28.147,67.339,2.511,"Public Housing",9100,".",".","200"
"2656",2009,2251067,2,3,1,16104,0,0,0,0,0,1,0,1,64,0,0,1,0,1,"F",1,0,"White",1,4,1,0,".",".","381",39.977,99.071,31.777,66.086,0.929,"Public Housing",16100,".",".","400"
"2657",2009,2251400,2,2,0,59761,0,1,0,0,0,1,0,0,62,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","495",35.827,91.718,37.785,52.265,8.282,"Public Housing",59800,".",".","500"
"2658",2009,2251405,1,2,0,9372,0,0,0,0,0,1,0,0,64,0,0,0,0,0,"F",1,0,"White",1,1,0,0,".",".","224",47.712,98.892,56.802,37.149,1.108,"Public Housing",9400,".",".","200"
"2659",2009,2251641,1,1,0,9180,0,0,0,0,0,1,0,0,62,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,"609","368","241",30.099,64.656,55.838,3.176,35.344,"HCVP",9200,"600","350","250"
"2660",2009,2251862,2,2,0,13391,0,0,0,0,0,2,0,0,81,0,0,0,0,0,"M",1,0,"White",2,1,0,1,"837","512","325",67.732,6.519,1.944,1.125,93.481,"HCVP",13400,"850","500","350"
"2661",2009,2252026,2,1,0,40110,0,0,0,0,2,0,0,0,58,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","380",47.708,96.25,56.563,32.292,3.75,"Public Housing",40100,".",".","400"
"2662",2009,2252164,2,1,0,24029,0,0,0,1,1,0,0,0,54,0,0,0,0,0,"F",0,1,"White",2,2,0,1,"622","7","615",14.569,11.656,5.457,4.937,88.344,"HCVP",24000,"600","0","600"
"2663",2009,2252206,1,2,0,8952,0,0,0,0,1,0,0,0,59,0,0,0,0,0,"F",0,1,"White",2,2,0,2,"600","386","214",9.178,2.953,0.656,1.002,97.047,"HCVP",9000,"600","400","200"
"2664",2009,2252213,1,1,0,11069,0,0,0,0,1,0,0,0,57,0,0,0,0,0,"M",0,1,"White",2,2,0,0,"725","361","364",21.891,3.27,0.419,1.3,96.73,"HCVP",11100,"750","350","350"
"2665",2009,2252715,3,3,2,16176,1,0,0,0,1,1,0,0,55,0,0,0,0,0,"F",0,1,"White",1,2,0,0,"1072","701","371",25.702,68.91,28.793,31.17,31.09,"HCVP",16200,"1050","700","350"
"2666",2009,2253005,3,3,2,12072,1,0,0,0,1,0,0,0,51,0,0,1,0,1,"F",0,1,"Black",2,5,1,0,"873","605","268",30.97,81.601,71.31,4.678,18.399,"HCVP",12100,"850","600","250"
"2667",2009,2253051,2,2,1,44964,1,0,0,1,0,0,0,0,45,0,0,0,0,0,"F",0,0,"Black",2,3,0,1,"1586","474","1112",2.847,9.929,2.388,5.567,90.071,"HCVP",45000,"1600","450","1100"
"2668",2009,2253665,1,1,0,9004,0,0,0,0,1,0,0,0,50,0,0,0,0,0,"M",0,1,"White",2,2,0,1,"706","491","215",12.643,4.083,0.59,0.181,95.917,"HCVP",9000,"700","500","200"
"2669",2009,2254145,4,3,3,17680,0,0,0,1,0,0,0,0,40,1,0,1,1,3,"F",0,0,"Black",2,6,1,0,"922","0","333",12.24,33.95,15.014,11.572,66.05,"HCVP",17700,"900","0","350"
"2670",2009,2254338,1,2,0,33928,0,0,0,1,0,0,0,0,39,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","495",63.065,99.465,78.988,19.367,0.535,"Public Housing",33900,".",".","500"
"2671",2009,2254370,1,1,0,4225,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"F",0,0,"White",1,3,0,0,".",".","106",49.07,99.65,30.543,67.802,0.35,"Public Housing",4200,".",".","100"
"2672",2009,2255272,2,2,1,8136,0,0,0,1,0,0,0,0,40,0,0,1,0,1,"M",0,1,"White",1,5,1,0,"891","709","182",5.164,8.241,0.31,4.005,91.759,"HCVP",8100,"900","700","200"
"2673",2009,2255302,6,3,4,28728,1,0,1,1,0,0,0,0,44,1,0,1,1,3,"F",0,1,"Black",2,5,1,0,"781","121","660",41.807,94.426,82.939,6.672,5.574,"HCVP",28700,"800","100","650"
"2674",2009,2255541,4,3,2,16934,1,0,0,1,0,0,0,0,46,0,0,0,2,2,"F",0,1,"Black",1,5,1,0,".",".","389",57.978,99.09,37.609,60.145,0.91,"Public Housing",16900,".",".","400"
"2675",2009,2255991,1,3,0,13422,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,0,"White",1,3,0,1,"1344","1008","336",11.757,53.346,6.904,35.767,46.654,"HCVP",13400,"1350","1000","350"
"2676",2009,2256120,2,2,0,7200,1,0,0,0,1,0,0,0,55,0,0,0,0,0,"F",0,1,"White",1,2,0,0,"911","741","170",19.238,88.346,1.044,72.098,11.654,"HCVP",7200,"900","750","150"
"2677",2009,2256230,1,3,0,31513,0,0,1,0,0,0,0,0,34,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","619",49.124,97.141,66.283,26.813,2.859,"Public Housing",31500,".",".","600"
"2678",2009,2257908,3,3,2,8292,0,0,0,1,0,0,0,0,41,0,0,0,2,2,"F",0,0,"Black",2,6,1,0,"1114","931","183",47.601,99.395,24.734,70.966,0.605,"HCVP",8300,"1100","950","200"
"2679",2009,2258039,4,2,3,9908,0,0,1,0,0,0,0,0,27,1,0,2,0,3,"F",0,0,"Black",2,6,1,0,"1251","1039","212",51.252,98.476,42.171,53.829,1.524,"HCVP",9900,"1250","1050","200"
"2680",2009,2260389,2,1,1,6018,0,1,0,0,0,0,0,0,24,0,0,1,0,1,"F",0,0,"Black",2,6,1,0,"1003","864","139",25.792,99.764,91.987,4.687,0.236,"HCVP",6000,"1000","850","150"
"2681",2009,2260520,3,2,2,25460,0,1,0,0,0,0,0,0,24,1,0,1,0,2,"F",0,0,"Black",2,6,1,1,"1792","1126","666",15.626,41.524,25.49,11.433,58.476,"HCVP",25500,"1800","1150","650"
"2682",2009,2260550,3,2,1,30568,0,0,1,1,0,0,0,0,26,0,1,0,0,1,"F",0,0,"Black",2,6,1,0,"1358","606","752",62.278,96.977,29.955,64.068,3.023,"HCVP",30600,"1350","600","750"
"2683",2009,2264031,5,3,4,12740,0,0,0,1,0,0,0,0,40,1,0,2,1,4,"F",0,0,"White",1,6,1,0,".",".","193",15.926,28.362,1.172,8.263,71.638,"Public Housing",12700,".",".","200"
"2684",2009,2266127,2,2,0,7920,0,0,0,0,1,0,0,0,52,0,0,0,1,1,"M",0,1,"Black",1,5,1,0,".",".","188",53.561,100,43.184,55.124,0,"Public Housing",7900,".",".","200"
"2685",2009,2272407,2,3,1,11189,0,0,0,0,1,0,0,0,60,0,0,1,0,1,"F",0,0,"White",1,6,1,0,".",".","181",64.283,97.23,0.2,97.029,2.77,"Public Housing",11200,".",".","200"
"2686",2009,2272761,1,1,0,40034,0,0,0,0,1,0,0,0,57,0,0,0,0,0,"M",0,0,"Black",2,3,0,0,".",".","1001",58.307,90.729,82.969,6.719,9.271,"Public Housing",40000,".",".","1000"
"2687",2009,2273007,2,2,1,23440,0,0,0,0,1,0,0,1,54,0,0,0,1,1,"F",0,1,"Black",2,5,1,0,".",".","495",29.495,80.426,28.907,45.931,19.574,"Public Housing",23400,".",".","500"
"2688",2009,2273057,2,2,1,4998,0,0,0,0,1,0,0,0,56,0,0,0,1,1,"M",0,0,"Black",2,6,1,0,"994","881","113",42.662,97.462,35.68,60.194,2.538,"HCVP",5000,"1000","900","100"
"2689",2009,2273380,1,1,0,9192,0,0,0,0,1,0,0,0,56,0,0,0,0,0,"M",0,1,"Black",2,2,0,0,"914","694","220",44.593,98.286,25.023,72.331,1.714,"HCVP",9200,"900","700","200"
"2690",2009,2274085,2,4,1,27363,0,0,0,0,1,0,0,0,52,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"1062","157","905",43.821,59.961,49.961,6.07,40.039,"HCVP",27400,"1050","150","900"
"2691",2009,2274600,2,2,1,17172,1,0,0,0,1,0,0,0,51,0,0,0,0,0,"F",0,1,"Black",2,2,0,1,"1651","1193","458",14.882,92.457,39.312,51.122,7.543,"HCVP",17200,"1650","1200","450"
"2692",2009,2275196,1,0,0,29462,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,0,"White",1,3,0,0,"1534","797","737",4.298,31.967,6.479,8.397,68.033,"HCVP",29500,"1550","800","750"
"2693",2009,2275431,3,2,1,27971,1,0,0,1,0,0,0,0,43,0,0,0,1,1,"F",0,0,"Black",1,6,1,0,"1156","469","687",24.471,95.644,3.172,78.909,4.356,"HCVP",28000,"1150","450","700"
"2694",2009,2275776,3,2,1,15304,1,0,0,1,0,0,0,0,38,1,0,0,0,1,"F",0,0,"Black",2,6,1,0,"1023","652","371",11.083,95.853,22.034,29.895,4.147,"HCVP",15300,"1000","650","350"
"2695",2009,2276828,4,3,1,12744,1,1,0,1,0,0,0,0,41,0,0,0,1,1,"F",0,0,"White",1,6,1,0,"1414","1107","307",54.498,99.163,19.175,78.329,0.837,"HCVP",12700,"1400","1100","300"
"2696",2009,2276945,7,4,4,13978,1,1,0,1,0,0,0,0,41,1,0,1,2,4,"F",0,0,"Black",2,6,1,0,"1710","1408","302",31.553,95.794,26.756,57.942,4.206,"HCVP",14000,"1700","1400","300"
"2697",2009,2277476,1,0,0,12156,0,0,0,1,0,0,0,0,44,0,0,0,0,0,"M",0,1,"White",1,2,0,0,".",".","294",29.495,80.426,28.907,45.931,19.574,"Public Housing",12200,".",".","300"
"2698",2009,2277557,4,2,2,65789,2,0,0,2,0,0,0,0,40,0,0,0,0,0,"M",0,0,"White",1,3,0,0,".",".","495",54.588,99.643,55.084,42.374,0.357,"Public Housing",65800,".",".","500"
"2699",2009,2278048,3,3,1,42112,1,0,0,2,0,0,0,0,46,0,0,0,0,0,"F",0,1,"White",2,2,0,2,"1187","151","1036",12.022,9.579,3.618,3.648,90.421,"HCVP",42100,"1200","150","1050"
"2700",2009,2278870,1,0,0,10783,0,0,0,0,0,1,0,0,84,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","260",14.852,84.427,67.482,7.166,15.573,"Public Housing",10800,".",".","250"
"2701",2009,2280371,2,1,1,42956,0,0,0,1,0,0,0,0,42,0,0,1,0,1,"M",0,0,"White",1,6,1,0,".",".","421",16.299,38.862,10.595,20.104,61.138,"Public Housing",43000,".",".","400"
"2702",2009,2281241,1,2,0,8228,0,1,0,0,0,0,0,0,25,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","206",50.71,99.656,22.385,72.71,0.344,"Public Housing",8200,".",".","200"
"2703",2009,2282429,5,3,3,14976,1,0,0,1,0,0,0,0,38,0,0,1,2,3,"F",0,0,"White",1,6,1,0,"1390","1052","338",42.942,98.699,38.732,59.675,1.301,"HCVP",15000,"1400","1050","350"
"2704",2009,2282610,1,1,0,8424,0,0,0,0,0,1,0,0,80,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","201",63.065,99.465,78.988,19.367,0.535,"Public Housing",8400,".",".","200"
"2705",2009,2287825,1,2,0,24307,0,0,0,0,1,0,0,0,56,0,0,0,0,0,"F",0,0,"White",2,3,0,0,"1200","592","608",28.874,82.891,49.749,25.359,17.109,"HCVP",24300,"1200","600","600"
"2706",2009,2290175,1,0,0,11025,0,0,0,0,0,1,0,0,76,0,0,0,0,0,"F",1,0,"White",2,1,0,0,"1043","777","266",32.082,3.028,1.651,0,96.972,"HCVP",11000,"1050","800","250"
"2707",2009,2290730,1,1,0,9372,0,0,0,0,0,1,0,0,82,0,0,0,0,0,"F",1,0,"White",1,1,0,0,".",".","224",38.215,97.489,28.147,67.339,2.511,"Public Housing",9400,".",".","200"
"2708",2009,2291673,1,2,0,8364,0,0,0,0,1,0,0,0,57,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,".",".","199",56.08,98.57,61.44,34.972,1.43,"Public Housing",8400,".",".","200"
"2709",2009,2292116,2,2,0,6420,1,0,0,0,1,0,0,0,57,0,0,0,0,0,"F",0,1,"White",1,2,0,0,".",".","151",52.851,99.263,51.671,45.545,0.737,"Public Housing",6400,".",".","150"
"2710",2009,2292283,2,3,0,4224,0,0,1,0,1,0,0,0,55,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","400",41,98.64,43.882,52.446,1.36,"Public Housing",4200,".",".","400"
"2711",2009,2292305,1,1,0,4929,0,0,0,0,1,0,0,0,56,0,0,0,0,0,"M",0,0,"White",2,3,0,0,".",".","123",35.827,91.718,37.785,52.265,8.282,"Public Housing",4900,".",".","100"
"2712",2009,2292509,2,2,1,8844,1,0,0,0,1,0,0,0,54,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,"1351","1152","199",26.563,100,93.366,1.773,0,"HCVP",8800,"1350","1150","200"
"2713",2009,2292642,4,3,2,53079,0,0,1,0,1,0,0,0,51,1,0,1,0,2,"M",0,0,"Black",2,6,1,0,".",".","619",34.369,99.789,83.723,10.981,0.211,"Public Housing",53100,".",".","600"
"2714",2009,2292925,1,1,0,8112,0,0,0,0,1,0,0,0,50,0,0,0,0,0,"F",0,1,"Black",2,2,0,2,".",".","192",32.6,64.879,54.645,9.811,35.121,"Public Housing",8100,".",".","200"
"2715",2009,2292985,4,4,2,0,0,0,1,0,0,1,0,0,63,0,0,1,1,2,"F",1,0,"White",1,4,1,1,".",".","25",49.418,99.237,0.21,99.027,0.763,"Public Housing",0,".",".","50"
"2716",2009,2293224,4,4,1,25716,1,0,1,0,1,0,0,0,52,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"1024","393","631",21.593,88.842,77.878,4.18,11.158,"HCVP",25700,"1000","400","650"
"2717",2009,2293422,3,2,1,8364,1,0,0,1,0,0,0,0,38,0,0,0,1,1,"F",0,1,"Black",1,5,1,0,"1040","853","187",40.419,98.234,24.892,69.356,1.766,"HCVP",8400,"1050","850","200"
"2718",2009,2294398,1,1,0,12871,0,0,0,1,0,0,0,0,49,0,0,0,0,0,"F",0,0,"White",1,3,0,0,".",".","322",47.415,98.745,72.083,25.407,1.255,"Public Housing",12900,".",".","300"
"2719",2009,2294812,4,2,2,13000,1,0,0,1,0,0,0,0,39,0,0,1,1,2,"F",0,0,"Black",2,6,1,0,".",".","301",34.674,72.718,27.636,42.144,27.282,"Public Housing",13000,".",".","300"
"2720",2009,2295315,3,3,1,26719,0,1,0,1,0,0,0,0,46,0,0,0,1,1,"F",0,0,"White",1,6,1,0,"1771","1115","656",21.508,83.179,36.601,13.167,16.821,"HCVP",26700,"1750","1100","650"
"2721",2009,2295553,4,4,2,46350,0,1,0,1,0,0,0,0,41,1,0,0,1,2,"F",0,0,"Black",2,6,1,1,"1787","886","901",1.756,16.791,3.051,8.327,83.209,"HCVP",46400,"1800","900","900"
"2722",2009,2295793,1,2,0,6999,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"F",0,0,"White",1,3,0,0,"920","745","175",41.821,98.923,32.119,64.883,1.077,"HCVP",7000,"900","750","200"
"2723",2009,2296165,5,4,3,44021,0,0,1,1,0,0,0,0,35,0,0,1,2,3,"F",0,0,"White",2,6,1,1,".",".","704",18.702,10.665,2.852,5.496,89.335,"Public Housing",44000,".",".","700"
"2724",2009,2296417,4,2,0,28170,0,2,0,0,0,2,0,0,65,0,0,0,0,0,"F",1,0,"Black",1,1,0,0,"1444","750","694",34.661,99.27,35.642,62.796,0.73,"HCVP",28200,"1450","750","700"
"2725",2009,2296909,1,1,0,54990,0,0,0,1,0,0,0,0,40,0,0,0,0,0,"M",0,0,"Black",2,3,0,0,".",".","421",45.632,98.195,69.747,26.426,1.805,"Public Housing",55000,".",".","400"
"2726",2009,2297020,3,2,2,0,0,0,1,0,0,0,0,0,31,1,0,1,0,2,"F",0,0,"Black",2,6,1,1,"1023","971","52",0.758,9.246,1.941,1.852,90.754,"HCVP",0,"1000","950","50"
"2727",2009,2297523,2,1,0,10440,0,0,0,0,0,1,1,0,84,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,"970","719","251",34.56,99.519,63.412,32.783,0.481,"HCVP",10400,"950","700","250"
"2728",2009,2297829,1,2,0,9372,0,0,0,0,0,1,0,0,76,0,0,0,0,0,"M",1,0,"Black",1,1,0,0,"1181","957","224",40.299,99.727,26.901,66.971,0.273,"HCVP",9400,"1200","950","200"
"2729",2009,2298286,3,1,2,6084,0,0,1,0,0,0,0,0,29,1,1,0,0,2,"F",0,0,"Black",2,6,1,0,".",".","277",12.079,40.598,8.658,21.497,59.402,"Public Housing",6100,".",".","300"
"2730",2009,2298615,1,1,0,9132,0,0,0,0,1,0,0,0,59,0,0,0,0,0,"M",0,1,"White",2,2,0,0,"1109","891","218",19.475,15.805,0,12.093,84.195,"HCVP",9100,"1100","900","200"
"2731",2009,2300056,1,2,0,15041,0,1,0,0,0,0,0,0,25,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","376",53.021,84.025,49.212,29.771,15.975,"Public Housing",15000,".",".","400"
"2732",2009,2300356,3,2,2,3000,0,1,0,0,0,0,0,0,24,2,0,0,0,2,"F",0,0,"Black",2,6,1,1,"1060","1009","51",3.478,15.731,4.669,7.403,84.269,"HCVP",3000,"1050","1000","50"
"2733",2009,2301445,1,1,0,8895,0,0,0,0,0,0,1,0,89,0,0,0,0,0,"F",1,0,"White",2,1,0,0,"840","628","212",28.369,21.698,1.325,5.503,78.302,"HCVP",8900,"850","650","200"
"2734",2009,2302975,5,3,4,20904,0,0,1,0,0,0,0,0,33,1,0,2,1,4,"F",0,0,"Black",2,6,1,0,"1694","1219","475",40.578,99.411,79.573,12.497,0.589,"HCVP",20900,"1700","1200","500"
"2735",2009,2303207,2,2,0,14356,0,0,1,0,1,0,0,0,59,0,0,0,0,0,"F",0,1,"White",2,2,0,0,".",".","349",61.376,100,74.318,25.027,0,"Public Housing",14400,".",".","350"
"2736",2009,2303659,3,3,2,10192,0,1,0,0,0,0,0,0,25,1,0,1,0,2,"F",0,0,"Black",2,6,1,0,"853","620","233",24.653,41.102,22.858,8.82,58.898,"HCVP",10200,"850","600","250"
"2737",2009,2304686,1,3,0,4212,0,0,0,0,0,0,0,0,17,0,0,0,0,0,"M",0,0,"White",1,3,0,0,".",".","105",28.068,73.921,12.798,39.93,26.079,"Public Housing",4200,".",".","100"
"2738",2009,2308301,1,2,0,8364,0,0,0,0,1,0,0,0,60,0,0,0,0,0,"F",0,1,"White",1,2,0,0,"874","675","199",51.345,99.876,43.489,49.985,0.124,"HCVP",8400,"850","700","200"
"2739",2009,2310001,1,1,0,10414,0,0,0,0,0,1,0,0,83,0,0,0,0,0,"F",1,0,"White",1,1,0,0,".",".","229",38.563,95.821,15.258,78.531,4.179,"Public Housing",10400,".",".","250"
"2740",2009,2310044,2,2,1,41460,0,0,0,0,1,1,0,0,75,0,0,0,0,0,"F",1,0,"White",1,1,0,0,".",".","495",28.068,73.921,12.798,39.93,26.079,"Public Housing",41500,".",".","500"
"2741",2009,2311263,4,3,2,27744,0,1,0,0,0,1,0,2,63,0,0,1,1,2,"F",1,0,"Black",2,4,1,0,"1700","1011","689",23.445,95.066,78.14,3.761,4.934,"HCVP",27700,"1700","1000","700"
"2742",2009,2312534,3,2,1,11052,1,1,0,0,1,0,0,0,58,0,0,0,0,0,"F",0,1,"Black",2,2,0,1,"860","536","324",15.235,69.013,63.954,0.77,30.987,"HCVP",11100,"850","550","300"
"2743",2009,2312646,2,3,0,12924,0,0,0,0,1,1,0,0,58,0,0,0,0,0,"F",0,1,"White",1,1,0,0,"1065","752","313",31.553,95.794,26.756,57.942,4.206,"HCVP",12900,"1050","750","300"
"2744",2009,2312818,1,1,0,10426,0,0,0,0,0,1,0,0,82,0,0,0,0,0,"F",1,0,"White",2,1,0,0,"995","744","251",7.147,48.022,3.168,36.77,51.978,"HCVP",10400,"1000","750","250"
"2745",2009,2312897,1,1,0,9132,0,0,0,0,1,0,0,0,55,0,0,0,0,0,"F",0,1,"White",1,2,0,0,".",".","218",26.481,96.93,28.46,66.91,3.07,"Public Housing",9100,".",".","200"
"2746",2009,2313227,2,3,1,35222,0,1,0,0,1,0,0,0,54,0,0,0,0,0,"F",0,0,"Black",1,3,0,0,".",".","619",17.812,90.108,66.305,21.141,9.892,"Public Housing",35200,".",".","600"
"2747",2009,2313451,1,1,0,9132,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,".",".","218",54.988,99.459,65.135,32.68,0.541,"Public Housing",9100,".",".","200"
"2748",2009,2313593,2,3,0,107487,0,0,0,1,1,0,0,0,52,0,0,0,0,0,"M",0,0,"Black",2,3,0,0,".",".","619",43.922,99.268,86.76,6.04,0.732,"Public Housing",107500,".",".","600"
"2749",2009,2314391,1,0,0,8463,0,0,0,0,0,1,0,0,80,0,0,0,0,0,"F",1,0,"White",1,1,0,1,".",".","202",21.065,88.696,36.567,44.109,11.304,"Public Housing",8500,".",".","200"
"2750",2009,2314518,2,2,0,24000,0,1,0,1,0,0,0,0,48,0,0,0,0,0,"F",0,0,"White",1,3,0,0,".",".","495",34.635,86.484,25.301,56.542,13.516,"Public Housing",24000,".",".","500"
"2751",2009,2314848,3,3,2,37071,0,0,0,1,0,0,0,0,48,0,0,2,0,2,"F",0,0,"White",1,6,1,0,"1287","384","903",3.082,20.531,2.449,4.706,79.469,"HCVP",37100,"1300","400","900"
"2752",2009,2314967,5,3,4,3900,0,0,1,0,0,0,0,0,35,0,0,1,3,4,"F",0,0,"White",2,6,1,0,"633","583","50",11.837,4.438,1.249,1.185,95.562,"HCVP",3900,"650","600","50"
"2753",2009,2315041,2,2,0,10237,1,0,0,1,0,0,0,0,43,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","256",40.603,92.463,74.523,14.59,7.537,"Public Housing",10200,".",".","250"
"2754",2009,2315734,3,2,2,41800,1,0,0,1,0,0,0,0,44,0,0,1,0,1,"F",0,0,"Black",2,6,1,0,".",".","495",52.851,99.263,51.671,45.545,0.737,"Public Housing",41800,".",".","500"
"2755",2009,2316248,3,3,2,15340,0,0,0,0,1,0,0,0,50,0,0,1,1,2,"F",0,0,"White",1,6,1,0,"1111","752","359",51.894,98.238,33.504,64.052,1.762,"HCVP",15300,"1100","750","350"
"2756",2009,2316622,4,3,3,24592,0,0,1,0,0,0,0,0,32,0,0,3,0,3,"F",0,0,"Black",2,6,1,0,"1271","692","579",41.124,100,59.475,36.332,0,"HCVP",24600,"1250","700","600"
"2757",2009,2317352,1,1,0,9372,0,0,1,0,0,0,0,0,30,0,0,0,0,0,"M",0,1,"White",2,2,0,2,"694","403","291",21.202,8.11,1.674,1.674,91.89,"HCVP",9400,"700","400","300"
"2758",2009,2319381,2,1,1,6021,0,0,1,0,0,0,0,0,26,0,0,1,0,1,"F",0,0,"Black",2,6,1,0,".",".","139",39.242,100,90.802,9.198,0,"Public Housing",6000,".",".","150"
"2759",2009,2319638,6,5,5,12710,0,0,1,0,0,0,0,0,26,2,0,3,0,5,"F",0,0,"White",1,6,1,0,".",".","258",29.562,100,86.216,10.492,0,"Public Housing",12700,".",".","250"
"2760",2009,2320052,1,1,0,9132,0,0,0,0,1,0,0,0,58,0,0,0,0,0,"F",0,1,"White",1,2,0,1,"1079","861","218",11.763,31.654,3.854,22.428,68.346,"HCVP",9100,"1100","850","200"
"2761",2009,2328323,1,2,0,14420,0,0,0,0,0,1,0,0,83,0,0,0,0,0,"F",1,0,"White",2,1,0,1,"871","527","344",9.109,2.195,0,1.507,97.805,"HCVP",14400,"850","550","350"
"2762",2009,2330553,1,3,0,10440,0,0,0,0,0,1,0,0,68,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","251",28.288,99.819,79.556,17.077,0.181,"Public Housing",10400,".",".","250"
"2763",2009,2331481,1,1,0,6756,0,0,0,0,0,1,0,0,76,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,"1321","1186","135",17.991,41.902,2.434,17.97,58.098,"HCVP",6800,"1300","1200","150"
"2764",2009,2331547,1,1,0,9132,0,0,0,0,0,1,0,0,62,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","218",28.068,73.921,12.798,39.93,26.079,"Public Housing",9100,".",".","200"
"2765",2009,2332266,1,1,0,4968,0,0,0,0,1,0,0,0,58,0,0,0,0,0,"F",0,0,"Black",1,3,0,0,"728","604","124",45.682,97.548,17.046,75.29,2.452,"HCVP",5000,"750","600","100"
"2766",2009,2332346,2,2,1,16081,0,0,1,0,1,0,0,0,60,0,0,0,0,0,"F",0,1,"White",1,2,0,1,"1138","758","380",28.677,97.931,89.326,3.432,2.069,"HCVP",16100,"1150","750","400"
"2767",2009,2332713,2,4,0,8604,0,0,1,0,1,0,0,0,60,0,0,0,0,0,"F",0,1,"White",1,2,0,0,"986","781","205",32.552,97.179,46.975,42.694,2.821,"HCVP",8600,"1000","800","200"
"2768",2009,2332802,1,3,0,4225,0,0,0,0,1,0,0,0,60,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"1072","857","215",59.721,99.806,19.094,79.417,0.194,"HCVP",4200,"1050","850","200"
"2769",2009,2333781,1,4,0,10257,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","257",51.752,97.227,49.429,41.925,2.773,"Public Housing",10300,".",".","250"
"2770",2009,2333862,1,1,0,8320,0,0,0,0,0,1,0,0,63,0,0,0,0,0,"F",1,0,"White",1,1,0,0,".",".","198",21.86,42.857,8.118,18.408,57.143,"Public Housing",8300,".",".","200"
"2771",2009,2335193,4,3,3,7698,0,0,1,0,0,0,0,0,33,0,0,2,1,3,"F",0,0,"Black",2,6,1,1,"1633","1453","180",11.303,49.965,11.552,32.999,50.035,"HCVP",7700,"1650","1450","200"
